StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q8,Q6,Q9,Q11,Q11_1_TEXT,Q24,Q24_1_TEXT,Q12,Q13,Q14,Q21,Q15,Q22,Q23,Q16,Q16_3_TEXT,Q17_1,Q18,Q19,Q20
2020-05-10 17:56:38,2020-05-10 17:59:53,IP Address,66.191.202.50,100,194,True,2020-05-10 17:59:54,R_3F6qvs4gPFaJ9D3,,,,,34.8950042724609375,-81.92040252685546875,anonymous,EN,Tech Industry,Washington,Female,Computer Science,Benjamin Franklin College,Steak fries,Benjamin Franklin College,No,"Yes, I am entering the workforce",112000,Yes,36,No,,No,,Strongly disagree,No,,Other (spill those secret study places),Kroon,9,No,CPSC 478,
2020-05-10 17:54:54,2020-05-10 18:00:00,IP Address,104.185.6.84,100,306,True,2020-05-10 18:00:00,R_1rJ5pVHUb01P2lD,,,,,40.1316986083984375,-88.285400390625,anonymous,EN,Consulting,New York City,Female,Political Science,Trumbull College,"Chicken with melted Parmesan and tomato sauce ",Silliman College,Yes,"Yes, I am entering the workforce",64k,No,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Sterling,,7,Yes,PLSC391 State Formation,"The box with hummus, olives, carrots, and crackers"
2020-05-10 17:58:47,2020-05-10 18:00:43,IP Address,73.57.220.72,100,116,True,2020-05-10 18:00:43,R_6sSg9DnryAtCWTn,,,,,26.7173004150390625,-80.12470245361328125,anonymous,EN,Arts,"London ",Female,Theater Studies,Grace Hopper College,"Tenders ",Grace Hopper College,Yes,"No, I am not entering the workforce",,,,No,,No,,Neither agree nor disagree,Yes,Substantial,Sterling,,8,Yes,"Intro to psychology ","Mezze box platter "
2020-05-10 17:58:11,2020-05-10 18:01:08,IP Address,172.58.221.233,100,177,True,2020-05-10 18:01:08,R_3iRmzheihb1vUye,,,,,41.18499755859375,-73.1999969482421875,anonymous,EN,Tech Industry,"New York City and China ",Male,History,Silliman College,"Butter Sage Ravioli, Pulled Pork, Sweet Mashed Potatoes ",Silliman College,Yes,"Yes, I am entering the workforce","84,000",No,,No,,No,,Strongly agree,No,,Sterling,,9,Yes,"HIST 271: Intellectual History since Nietzsche ","Coconut Water, Two Mozzarella String Cheeses, Apple "
2020-05-10 17:57:54,2020-05-10 18:01:38,IP Address,73.233.80.81,100,224,True,2020-05-10 18:01:38,R_8czAcol0DBPZymJ,,,,,39.97760009765625,-75.30989837646484375,anonymous,EN,Consulting,San Francisco,Male,Economics,Pauli Murray College,Yale Creamy Mac and Cheese,Silliman College,No,"Yes, I am entering the workforce",110000,Yes,30000,No,,No,,Somewhat agree,No,,Bass,,3,No,Economics and Science of Medicine,condoms
2020-05-10 17:54:48,2020-05-10 18:01:44,IP Address,173.174.103.4,100,415,True,2020-05-10 18:01:45,R_1fmeq5GhI8rEQpz,,,,,30.4293060302734375,-97.720703125,anonymous,EN,Academia/Research,UK,Female,Computer Science,Saybrook College,Chunky monkey bars,Saybrook College,No,"No, I am not entering the workforce",,,,No,,No,,Neither agree nor disagree,No,,Sterling,,7,Yes,Musi 352,"Egg salad sandwich, yogurt, carrots"
2020-05-10 17:56:01,2020-05-10 18:01:56,IP Address,72.84.107.48,100,354,True,2020-05-10 18:01:56,R_1KptH2AsiESAfLM,,,,,37.05780029296875,-76.45999908447265625,anonymous,EN,Other (Please specify),"Newport News, Virginia ",Male,Mechanical Engineering,Ezra Stiles College,Pizza,Ezra Stiles College,No,"Yes, I am entering the workforce",,No,,No,,No,,Strongly disagree,No,,Bass,,8,No,PSYC 110,"Chicken tenders and cheezits "
2020-05-10 17:53:24,2020-05-10 18:02:08,IP Address,151.213.218.129,100,523,True,2020-05-10 18:02:08,R_2xJ0WiuKnNwlft9,,,,,34.5688018798828125,-83.466400146484375,anonymous,EN,Public Service/Nonprofit,"I'm looking for remote work because going to any major city for work would require extensive travel, which remains unsafe right now.",Male,"Ethnicity, Race, and Migration,Political Science",Berkeley College,Anything South Asian or East Asian (also plantains),Berkeley College,No,"Yes, I am entering the workforce","I have no idea because my job search over the spring semester was deferred to, well, right now.  So it looks like I'll find out!",Yes,"I have no idea, but probably not.  It will most likely be an entry-level position with a small-budget organization.",No,,No,,Agree,Yes,Somewhat Insignificant,Sterling,,9,No,ER&M 238,"A sandwich of some kind, a can of Starbucks espresso, and an apple (adds up to exacrly $8.59)"
2020-05-10 17:46:34,2020-05-10 18:02:28,IP Address,76.127.176.177,100,954,True,2020-05-10 18:02:29,R_r91ubw2lHTts8Fj,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Health,Connecticut,Male,Humanities,Jonathan Edwards College,Tres leches,Jonathan Edwards College,Yes,"No, I am not entering the workforce",,,,Yes,No,No,,Agree,Yes,Substantial,Other (spill those secret study places),Curtis Curtiss,7,No,HUMS 229,Salted Caramel Cookie
2020-05-10 17:59:20,2020-05-10 18:03:24,IP Address,72.234.134.106,100,243,True,2020-05-10 18:03:25,R_3Jbb4G5ZNJpQvOn,,,,,21.29840087890625,-157.696197509765625,anonymous,EN,Other (Please specify),China,Male,"East Asian Studies,Linguistics",Timothy Dwight College,"Grilled cheese with cream of roasted tomato soup ",Timothy Dwight College,No,"No, I am not entering the workforce",,,,No,,No,,Agree,No,,Other (spill those secret study places),Steep Cafe,8,No,ER&M 439,"Naked Juice and greek yogurt "
2020-05-10 18:01:21,2020-05-10 18:03:34,IP Address,64.195.220.67,100,133,True,2020-05-10 18:03:34,R_0ctk0lG8bJLbzOh,,,,,39.065704345703125,-123.44499969482421875,anonymous,EN,Traveling,,Female,"Ecology and Evolutionary Biology,History of Science, Medicine, and Public Health",Branford College,,Branford College,No,"No, I am not entering the workforce",,,,No,,No,,Agree,Yes,Substantial,Sterling,,9,Yes,,
2020-05-10 17:44:15,2020-05-10 18:04:01,IP Address,174.230.141.36,100,1185,True,2020-05-10 18:04:01,R_STtIuNWWODkPqQF,,,,,42.50390625,-83.1822967529296875,anonymous,EN,Tech Industry,Illinois,Male,Physics,Morse College,,Silliman College,Yes,"Yes, I am entering the workforce",92500,Yes,20000,No,,No,,Neither agree nor disagree,No,,Sterling,,7,Yes,PHYS 420,
2020-05-10 17:51:12,2020-05-10 18:04:18,IP Address,174.226.137.56,100,786,True,2020-05-10 18:04:19,R_XgE92721QQcqn4J,,,,,37.3029022216796875,-79.93219757080078125,anonymous,EN,Consulting,Boston,Male,Neuroscience,Saybrook College,Mac and cheese,Saybrook College,No,"Yes, I am entering the workforce","78,000",Yes,2500,No,,Yes,Agree,Agree,No,,Sterling,,8,Yes,BENG 405,"Jalapeño cheddar pop corners "
2020-05-10 18:02:25,2020-05-10 18:04:30,IP Address,75.63.123.86,100,124,True,2020-05-10 18:04:31,R_2ZIhuEtGBsTpIWn,,,,,34.0408935546875,-84.0236968994140625,anonymous,EN,Tech Industry,California,Female,Computer Science,Trumbull College,Naan,,Yes,"Yes, I am entering the workforce",130000,Yes,50000,Yes,Yes,No,,Disagree,No,,Sterling,,6,Yes,CPSC 334,Kombucha and cheddar cheese
2020-05-10 18:01:38,2020-05-10 18:05:05,IP Address,64.195.220.67,100,206,True,2020-05-10 18:05:05,R_3MJugMFbHSQ2u5f,,,,,39.065704345703125,-123.44499969482421875,anonymous,EN,Public Service/Nonprofit,United States,Male,Environmental Studies,Branford College,,Branford College,No,"Yes, I am entering the workforce","40,000",No,,No,,No,,Agree,No,,,,8,Yes,EVST 223/FES 952 political ecology,Tenders and tea
2020-05-10 18:02:41,2020-05-10 18:05:39,IP Address,154.64.217.239,100,178,True,2020-05-10 18:05:40,R_2zdNfm2SJRDifGW,,,,,18.2946929931640625,-66.87709808349609375,anonymous,EN,Consulting,"New York, NY",Female,"Economics,Global Affairs",Silliman College,Salmon,Silliman College,Yes,"Yes, I am entering the workforce","90,000",Yes,"10,000",No,,No,,Disagree,No,,Sterling,,10,Yes,,bowl noodle and mac n cheese
2020-05-10 18:02:09,2020-05-10 18:05:41,IP Address,128.36.7.39,100,211,True,2020-05-10 18:05:41,R_3ISmgqqxgY6tZN2,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,No plans yet,"CT, for now",Male,Film and Media Studies,Grace Hopper College,"Chicken Tikka Masala ",Grace Hopper College,No,"No, I am not entering the workforce",,,,No,,No,,Strongly agree,No,,Sterling,,7,Yes,FILM 323,Italian Wrap and Salt & Vinegar Chips
2020-05-10 17:58:37,2020-05-10 18:05:48,IP Address,68.50.218.92,100,431,True,2020-05-10 18:05:49,R_1DvX2tctvBj6KEi,,,,,41.1371002197265625,-85.06369781494140625,anonymous,EN,Government,,Male,Political Science,Grace Hopper College,,Davenport College,Yes,"Yes, I am entering the workforce",,,,Yes,,No,,,,,Sterling,,8,Yes,G&G 274,Bobo’s Oat Bars
2020-05-10 18:04:56,2020-05-10 18:06:42,IP Address,138.88.169.110,100,106,True,2020-05-10 18:06:43,R_cT4NB4qRUAUEVdD,,,,,38.920806884765625,-77.03600311279296875,anonymous,EN,Health,Massachusetts,Male,Global Affairs,Branford College,Baba ghanoush,Silliman College,No,"Yes, I am entering the workforce",,Yes,1000,No,,No,,Neither agree nor disagree,Yes,Somewhat Insignificant,Sterling,,10,Yes,GLBL 601,Mug
2020-05-10 18:03:44,2020-05-10 18:06:44,IP Address,130.132.173.71,100,179,True,2020-05-10 18:06:44,R_3R7sEJ8P1Ee1Mc3,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Other (Please specify),CT,Male,"Applied Physics,Mechanical Engineering",Saybrook College,,,No,"No, I am not entering the workforce",,,,No,,No,,Strongly agree,No,,Bass,,4,No,PHYS 180/181,
2020-05-10 17:57:59,2020-05-10 18:06:49,IP Address,73.28.82.83,100,530,True,2020-05-10 18:06:50,R_sL0E71b6JdAEjPH,,,,,26.18829345703125,-81.70709991455078125,anonymous,EN,Finance,"Washington, DC",Male,Statistics and Data Science,Morse College,Chicken tender Thursdayyyy,Morse College,No,"Yes, I am entering the workforce",85000,Yes,20000,No,,No,,Strongly agree,No,,Bass,,10,No,CPSC 453,"Chicken tenders, Yale water, and toblerone"
2020-05-10 18:03:50,2020-05-10 18:07:19,IP Address,172.91.223.35,100,209,True,2020-05-10 18:07:20,R_294H1hglsonUSTa,,,,,34.3975067138671875,-118.55680084228515625,anonymous,EN,Academia/Research,California,Female,Electrical Engineering,Branford College,"Chicken Parmesan ",Pauli Murray College,No,"No, I am not entering the workforce",,,,No,,Yes,Disagree,Disagree,No,,Bass,,7,No,RUSS 312,Chicken tenders and Starbucks coffee
2020-05-10 18:03:42,2020-05-10 18:07:29,IP Address,107.126.103.107,100,227,True,2020-05-10 18:07:29,R_2BzGVkDR5IJ0z9T,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,Education,Unknown,Female,English,Berkeley College,sweet potato fries,Berkeley College,No,"Yes, I am entering the workforce",45000 p year,No,,No,,No,,Agree,No,,Other (spill those secret study places),Classics Library,9,Yes,ENGL 177,Salt and vinegar chips
2020-05-10 18:04:09,2020-05-10 18:07:32,IP Address,73.189.83.67,100,202,True,2020-05-10 18:07:32,R_Z4TH1bmI47VKFiN,,,,,37.4967041015625,-122.2664947509765625,anonymous,EN,Academia/Research,United Kingdom,Female,Ecology and Evolutionary Biology,Ezra Stiles College,tacos,Ezra Stiles College,No,"No, I am not entering the workforce",,,,Yes,Yes,No,,Agree,Yes,Substantial,Sterling,,9,Yes,Bioethics,strawberries and chicken tenders (it goes over but worth paying for)
2020-05-10 18:04:34,2020-05-10 18:07:42,IP Address,96.32.22.57,100,188,True,2020-05-10 18:07:42,R_3dH4cP1v7adpbsC,,,,,41.9279022216796875,-73.06939697265625,anonymous,EN,Law,Missouri,Female,Political Science,Silliman College,,Jonathan Edwards College,No,"No, I am not entering the workforce",,,,No,,Yes,Neither agree nor disagree,Strongly agree,No,,Sterling,,3,Yes,PLSC 320,"Double shot, cheese sticks, plum"
2020-05-10 18:06:03,2020-05-10 18:08:23,IP Address,73.89.4.235,100,140,True,2020-05-10 18:08:24,R_2YKUcIob031G5JU,,,,,41.30810546875,-72.927398681640625,anonymous,EN,Education,"England ",Female,"Ethnicity, Race, and Migration,Political Science",Grace Hopper College,,Silliman College,No,,,,,No,,No,,Agree,Yes,Substantial,Sterling,,8,Yes,,Amy’s bowl
2020-05-10 18:06:34,2020-05-10 18:09:03,IP Address,76.20.225.229,100,149,True,2020-05-10 18:09:04,R_1EZ12iHs5mHSdmq,,,,,33.3914947509765625,-84.56349945068359375,anonymous,EN,Other (Please specify),New York City,Male,"Economics,Molecular, Cellular, and Developmental Biology",Jonathan Edwards College,Tres Leches Cake,Jonathan Edwards College,No,"No, I am not entering the workforce",,,,No,,No,,Agree,Yes,Somewhat Substantial,Other (spill those secret study places),Taft (JE),9,No,ECON 463,Cafe Spice
2020-05-10 18:08:17,2020-05-10 18:09:36,IP Address,142.196.202.207,100,78,True,2020-05-10 18:09:36,R_3m9mC5rYtOpScf5,,,,,28.3887939453125,-80.7301025390625,anonymous,EN,Academia/Research,,,"Molecular, Cellular, and Developmental Biology",Ezra Stiles College,,Ezra Stiles College,No,"Yes, I am entering the workforce",44000,No,,No,,No,,Somewhat agree,No,,Sterling,,9,No,MCDB 461,No
2020-05-10 18:07:33,2020-05-10 18:10:56,IP Address,73.60.244.2,100,202,True,2020-05-10 18:10:56,R_32KItuaZZ1UpEeO,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Law,New Haven,Female,Political Science,Grace Hopper College,Chicken tenders,Berkeley College,No,"No, I am not entering the workforce",,,,No,,No,,Agree,No,,Sterling,,9,Yes,ANTH 230,N/A
2020-05-10 18:06:32,2020-05-10 18:10:57,IP Address,71.235.98.25,100,264,True,2020-05-10 18:10:57,R_3qvNKJ1FmLp5EZb,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Finance,California,Male,Engineering Sciences (Mechanical),Morse College,Chicken tenders,Berkeley College,No,"Yes, I am entering the workforce",,No,,Yes,No,No,,Neither agree nor disagree,Yes,Insignificant,Sterling,,9,Yes,FILM 232,Yale Sweatshirt
2020-05-10 18:08:20,2020-05-10 18:11:00,IP Address,188.62.249.255,100,159,True,2020-05-10 18:11:00,R_6zICOEELQcMQEyR,,,,,46.795501708984375,6.8571014404296875,anonymous,EN,Academia/Research,China,Male,Computer Science and Psychology,Jonathan Edwards College,Grilled Cheese,Jonathan Edwards College,No,"No, I am not entering the workforce",,,,No,,No,,Strongly disagree,Yes,Somewhat Insignificant,Sterling,,9,Yes,CSJE 310,That high protein ice cream
2020-05-10 18:09:34,2020-05-10 18:11:00,IP Address,107.77.216.226,100,85,True,2020-05-10 18:11:00,R_2zPm74UzAaCgnLQ,,,,,25.9842987060546875,-80.21489715576171875,anonymous,EN,Finance,Florida,Female,Economics,Davenport College,,,No,"Yes, I am entering the workforce",,Yes,,Yes,Yes,No,,Agree,No,,Sterling,,,Yes,,
2020-05-10 18:05:49,2020-05-10 18:11:30,IP Address,73.4.131.146,100,341,True,2020-05-10 18:11:30,R_vNwXiEPPiPtzVlv,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Consulting,"Washington, D.C.",Female,"Global Affairs,History",Berkeley College,,Silliman College,Yes,"Yes, I am entering the workforce","90,000",Yes,"13,800",No,,No,,Somewhat agree,No,,Sterling,,7,No,EAST 301,
2020-05-10 18:10:46,2020-05-10 18:11:44,IP Address,73.97.252.181,100,57,True,2020-05-10 18:11:44,R_1LUs12QDilfIbHg,,,,,47.6631011962890625,-122.3029022216796875,anonymous,EN,Tech Industry,ny,Male,Computer Science,Pierson College,,,,,,,,,,,,,,,,,,Yes,,
2020-05-10 18:09:22,2020-05-10 18:11:47,IP Address,24.194.205.58,100,145,True,2020-05-10 18:11:48,R_273asaxUL01V5hX,,,,,42.636505126953125,-73.5503997802734375,anonymous,EN,Consulting,"New York, New York",Female,"Ethics, Politics, and Economics",Jonathan Edwards College,Chicken Tikka Masala,Silliman College,No,"Yes, I am entering the workforce","90,000",No,,No,,No,,Somewhat disagree,No,,Bass,,8,Yes,GLBL 121,"raspberries, sprite, and caramel-filled chocolates"
2020-05-10 18:09:41,2020-05-10 18:13:04,IP Address,24.98.40.114,100,203,True,2020-05-10 18:13:04,R_2WIPonYMu9PPkXB,,,,,33.934906005859375,-84.3921966552734375,anonymous,EN,No plans yet,Connecticut,Female,History,Ezra Stiles College,The waffles with the big Y in the middle,Ezra Stiles College,No,"No, I am not entering the workforce",,,,No,,Yes,Somewhat disagree,Somewhat agree,Yes,Somewhat Substantial,Sterling,,8,No,HIST405J,Only ever went into Durfee's once
2020-05-10 18:10:56,2020-05-10 18:13:09,IP Address,100.2.232.75,100,132,True,2020-05-10 18:13:09,R_2Po5bRwYcOn2QKU,,,,,41.3722991943359375,-73.75099945068359375,anonymous,EN,Other (Please specify),"New York City ",Male,Mechanical Engineering,Ezra Stiles College,,Benjamin Franklin College,Yes,"Yes, I am entering the workforce","67,000",No,,Yes,Yes,Yes,Agree,Agree,No,,Other (spill those secret study places),"Watson ",8,Yes,"Structure of networks ",
2020-05-10 18:10:12,2020-05-10 18:13:10,IP Address,32.208.188.102,100,177,True,2020-05-10 18:13:10,R_1qU5nXLbZQMdRIW,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,Health,Connecticut,Male,"Molecular, Cellular, and Developmental Biology",Davenport College,Chicken Parmeseam,Davenport College,No,"Yes, I am entering the workforce","32,000",No,,No,,No,,Somewhat agree,Yes,Substantial,Other (spill those secret study places),17 Hillhouse,9,No,PLSC 230,Samosas
2020-05-10 18:10:51,2020-05-10 18:13:13,IP Address,50.90.207.31,100,142,True,2020-05-10 18:13:13,R_2f1ZWtabmK7GF25,,,,,39.957305908203125,-86.27700042724609375,anonymous,EN,Consulting,DC,Male,Computer Science,Davenport College,Chicken Tender Thursday,Davenport College,Yes,,,,,No,,No,,Strongly disagree,Yes,Somewhat Insignificant,Bass,,8,Yes,,
2020-05-10 18:10:34,2020-05-10 18:13:35,IP Address,67.168.99.131,100,181,True,2020-05-10 18:13:36,R_3hAZcnKK05Q7jRR,,,,,47.0110931396484375,-122.875,anonymous,EN,Academia/Research,New York City,Male,"Molecular, Biophysics and Biochemistry",Morse College,Naan,Morse College,No,"No, I am not entering the workforce",,,,No,,No,,Neither agree nor disagree,No,,Sterling,,6,Yes,HSAR 115,Chicken tenders
2020-05-10 18:11:27,2020-05-10 18:13:35,IP Address,107.77.205.8,100,128,True,2020-05-10 18:13:36,R_33m19oosgTly4ad,,,,,47.6092071533203125,-122.3314056396484375,anonymous,EN,Public Service/Nonprofit,CT,Female,"Political Science,Psychology",Davenport College,Gnochi,Davenport College,No,"Yes, I am entering the workforce",22500,No,,No,,No,,Agree,No,,Bass,,9,No,ENGL 210,
2020-05-10 18:10:40,2020-05-10 18:14:10,IP Address,73.47.190.135,100,210,True,2020-05-10 18:14:10,R_30qU69nljNDorhQ,,,,,43.6439971923828125,-72.30069732666015625,anonymous,EN,Academia/Research,Connecticut,Female,Ecology and Evolutionary Biology,Berkeley College,Sweet potato hash with black beans,Berkeley College,No,"No, I am not entering the workforce",,,,No,,No,,Neither agree nor disagree,No,,Sterling,,9,No,E&EB 106,Almonds and dried mango
2020-05-10 18:10:52,2020-05-10 18:15:27,IP Address,98.219.95.187,100,274,True,2020-05-10 18:15:27,R_33xURPQA8yUnpDv,,,,,26.3441009521484375,-80.0839996337890625,anonymous,EN,Finance,"Boston, MA",Male,"Economics,Political Science",Benjamin Franklin College,Wormy Cod,Benjamin Franklin College,No,"Yes, I am entering the workforce",70000,Yes,30000,Yes,Yes,Yes,Strongly agree,Strongly agree,Yes,Somewhat Insignificant,Sterling,,6,Yes,HSAR 410,Hot Pockets
2020-05-10 18:11:00,2020-05-10 18:16:28,IP Address,108.213.168.176,100,327,True,2020-05-10 18:16:28,R_1Id47llajq55hJv,,,,,41.873199462890625,-88.0001983642578125,anonymous,EN,Education,China,Male,"Computer Science,Linguistics",Ezra Stiles College,Fried clam roll,Ezra Stiles College,No,"No, I am not entering the workforce",,,,No,,Yes,Strongly disagree,Somewhat agree,No,,Other (spill those secret study places),"Stiles Common Room, duh",10,No,FREN S160,2 bags of jalapeño cheddar pop corners and a brownie
2020-05-10 18:10:55,2020-05-10 18:16:37,IP Address,68.187.68.187,100,342,True,2020-05-10 18:16:38,R_Tplie3jMk2EK46t,,,,,43.0724945068359375,-89.4490966796875,anonymous,EN,Tech Industry,Illinois (Chicago),Male,Computer Science and Psychology,Silliman College,Chicken Parm by Chef Chris in Silliman,Silliman College,No,"Yes, I am entering the workforce",75000,No,,Yes,No,No,,Strongly agree,No,,Sterling,,9,Yes,"PSYC 437, CSBK 380, ASTR 160, CGSC 110","chicken tenders, pretzels, salt and vinegar chips"
2020-05-10 18:14:29,2020-05-10 18:17:59,IP Address,68.175.116.70,100,210,True,2020-05-10 18:17:59,R_21gIUyqSeGaBvra,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,Arts,Texas,Female,Statistics and Data Science,Pierson College,That chicken parmesean thing,Silliman College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Sterling,,7,No,ENGL 450,Tenders
2020-05-10 18:15:21,2020-05-10 18:18:59,IP Address,108.56.162.128,100,218,True,2020-05-10 18:19:00,R_1ge9x44u6uRuEwC,,,,,38.861602783203125,-77.26629638671875,anonymous,EN,Consulting,"Boston , MA ",Female,Neuroscience,Pierson College,"Kale feta meatballs ",Pierson College,No,"Yes, I am entering the workforce",75000,Yes,No idea,No,,No,,Somewhat agree,Yes,Somewhat Insignificant,Sterling,,9,No,PHIL 313,"Those candies fruit and nut bags "
2020-05-10 18:11:32,2020-05-10 18:19:22,IP Address,24.218.199.180,100,469,True,2020-05-10 18:19:22,R_30vhCuB6qOW8hgJ,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Academia/Research,"Boston, Massachusetts",Female,"Molecular, Cellular, and Developmental Biology",Trumbull College,vegetable potstickers with ginger soy glaze,Trumbull College,No,"Yes, I am entering the workforce","40,000",No,,No,,No,,Agree,Yes,Somewhat Insignificant,Other (spill those secret study places),"coffee shops, Haas, Law School",10,No,MCDB205,"before the price rose in Fall 2019: chicken tenders, extra sharp cabot white cheese, spicy pickles"
2020-05-10 18:17:33,2020-05-10 18:20:26,IP Address,67.188.219.105,100,172,True,2020-05-10 18:20:26,R_3spi9JkURPRuVOR,,,,,37.9833984375,-122.0312042236328125,anonymous,EN,Academia/Research,CT,Female,Philosophy,Jonathan Edwards College,Kale and feta balls,Jonathan Edwards College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat disagree,Yes,Somewhat Insignificant,Sterling,,10,No,PHIL 443,"Wrap and a drink "
2020-05-10 18:19:43,2020-05-10 18:21:17,IP Address,94.194.202.3,100,93,True,2020-05-10 18:21:17,R_1hGCP1qB2v37S4W,,,,,54.67840576171875,-5.9694976806640625,anonymous,EN,Academia/Research,New York,Male,Neuroscience,Silliman College,Chicken Tenders,Silliman College,No,"Yes, I am entering the workforce",,No,,No,,No,,Agree,No,,Sterling,,10,Yes,NSCI 258,Tenders and doritos
2020-05-10 18:17:23,2020-05-10 18:21:24,IP Address,71.235.100.169,100,240,True,2020-05-10 18:21:24,R_2VvIvwroTsQVttX,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Finance,New York,Male,Political Science,Jonathan Edwards College,"Rye Brownies ",Silliman College,No,"Yes, I am entering the workforce","85,000",Yes,"20,000",No,,Yes,Strongly agree,Strongly agree,Yes,Somewhat Insignificant,Other (spill those secret study places),"Haas ",6,No,AMST 258,
2020-05-10 18:17:34,2020-05-10 18:21:33,IP Address,108.49.58.127,100,239,True,2020-05-10 18:21:34,R_DVt2EXFEAlhyIql,,,,,41.66180419921875,-70.81639862060546875,anonymous,EN,Education,Germany,Female,American Studies,Branford College,Falafel day,Silliman College,No,"Yes, I am entering the workforce","25,000",No,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Sterling,,8,Yes,LING 211 Grammatical Diversity in US English,"Dried mangoes, pretzels, baby carrots"
2020-05-10 18:17:07,2020-05-10 18:23:33,IP Address,73.45.92.213,100,386,True,2020-05-10 18:23:33,R_vAWI9rf3EbqdZpn,,,,,42.2299041748046875,-87.84259796142578125,anonymous,EN,Public Service/Nonprofit,"New Haven, CT",Female,"Ethnicity, Race, and Migration",Morse College,Cheesecake,Morse College,No,"Yes, I am entering the workforce",,No,,No,,No,,Strongly agree,No,,Sterling,,10,Yes,ENAS 400,Chicken Tenders and Kettle Chips
2020-05-10 18:20:14,2020-05-10 18:24:40,IP Address,172.58.14.197,100,266,True,2020-05-10 18:24:41,R_26fEXjo4JuK5aDv,,,,,25.92889404296875,-80.18270111083984375,anonymous,EN,Arts,Unclear. Florida or New York,Nonbinary,"English,Theater Studies",Branford College,,Morse College,No,"Yes, I am entering the workforce",Low (freelance),No,,No,,No,,Disagree,No,,,,9,Yes,"ENGL 223, ENGL 477",
2020-05-10 18:24:37,2020-05-10 18:29:36,IP Address,108.26.212.8,100,298,True,2020-05-10 18:29:36,R_cHqgwwcJgvcRqOR,,,,,42.35040283203125,-71.22540283203125,anonymous,EN,No plans yet,"New Haven or Boston, probably",Female,Ecology and Evolutionary Biology,Pierson College,Papardelle with chard (Pauli Murray bowl),Pierson College,No,"Yes, I am entering the workforce",Unknown,No,,No,,No,,Agree,Yes,Somewhat Insignificant,Sterling,,7,No,E&EB 380,Samosas and fruit
2020-05-10 18:27:50,2020-05-10 18:31:16,IP Address,172.88.102.152,100,205,True,2020-05-10 18:31:16,R_1FbHSS4CdXvAvgT,,,,,33.8000946044921875,-117.994903564453125,anonymous,EN,Finance,California,Male,Economics,Ezra Stiles College,Mother’s Beef Brisket,Ezra Stiles College,Yes,"Yes, I am entering the workforce",70000,Yes,Not sure,No,,No,,Somewhat agree,Yes,Somewhat Insignificant,Sterling,,10,Yes,HIST 119,"Egg salad sandwich, pretzels, and a banana"
2020-05-10 18:26:07,2020-05-10 18:32:05,IP Address,73.219.130.98,100,357,True,2020-05-10 18:32:05,R_cM7L3deZbiKzytr,,,,,41.2776031494140625,-72.81150054931640625,anonymous,EN,Other (Please specify),"Connecticut or Pennsylvania ",Male,History,Davenport College,Tres leches cake,Davenport College,No,"Yes, I am entering the workforce","Unknown ",No,,Yes,No,No,,Neither agree nor disagree,Yes,Somewhat Insignificant,Sterling,,8,Yes,HIST 246,No
2020-05-10 18:31:13,2020-05-10 18:33:16,IP Address,68.7.87.202,100,122,True,2020-05-10 18:33:16,R_2TZWeoSbR2s5WhS,,,,,32.791595458984375,-116.97100067138671875,anonymous,EN,Health,New Haven,Male,"Molecular, Cellular, and Developmental Biology",Berkeley College,Tres Leches Cake,Silliman College,No,"No, I am not entering the workforce",,,,No,,Yes,Strongly disagree,Disagree,Yes,Substantial,Sterling,,8,Yes,MCDB 355L,
2020-05-10 18:28:40,2020-05-10 18:33:33,IP Address,97.103.81.116,100,293,True,2020-05-10 18:33:34,R_3KpCzHhKRpI8aNW,,,,,28.32989501953125,-81.35590362548828125,anonymous,EN,Consulting,"Washington, D.C. ",Female,Global Affairs,Jonathan Edwards College,"Latkes ",Jonathan Edwards College,Yes,"Yes, I am entering the workforce","$63,000",No,,No,,No,,Strongly agree,Yes,Somewhat Insignificant,Other (spill those secret study places),Taft Library,8,Yes,HIST 341,"Chicken Tenders "
