code,subject,number,designator,name,rating,workload,Hu,So,Sc,WR,L,QR,skills,areas,num_students
APHY 420,APHY,420,NA,Thermodynmcs&StatstcalMechancs,3.88,4.57,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,29
APHY 439,APHY,439,NA,Basic Quantum Mechanics,3.73,3.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,21
APHY 448,APHY,448,NA,Solid State Physics I,3.12,3.15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,23
APHY 449,APHY,449,NA,Solid State Physics II,3,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,11
APHY 458,APHY,458,NA,Principles of Optics with Apps,3.93,3.27,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,12
APHY 470,APHY,470,NA,Statistical Methods,4.63,4.1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,7
APHY 471,APHY,471,NA,Senior Special Projects,4,3.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
APHY 472,APHY,472,NA,Senior Special Projects,4.49,4.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2
ARBC 110,ARBC,110,NA,ElementaryModStandardArabic I,3.83,4.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,9
ARBC 120,ARBC,120,NA,ElementaryModStandardArabic II,4,3.85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,15
ARBC 130,ARBC,130,NA,IntermedModernStandardArabic I,3.47,3.88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,15
ARBC 136,ARBC,136,NA,IntermediateClassicalArabic I,3.73,2.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,3
ARBC 140,ARBC,140,NA,IntermedModernStandardArabicII,3.25,3.67,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,16
ARBC 146,ARBC,146,NA,IntermediateClassicalArabic II,5,2.79,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,8
ARBC 150,ARBC,150,NA,AdvancedModernStandardArabic I,3.3,3.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,12
ARBC 151,ARBC,151,NA,AdvancedModernStandardArabicII,3.71,2.94,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,13
ARBC 162,ARBC,162,NA,ModernArabic Political Thought,4.25,3.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,6
ARBC 170,ARBC,170,NA,Creative Writing in Arabic,4.83,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,7
ARBC 193,ARBC,193,NA,Moroccan Arabic,4.33,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
ARBC 194,ARBC,194,NA,PoliticsAestheticsModArabicLit,4.43,3.29,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L,Hu,10
ARCG 031,ARCG,31,NA,Rivers and Civilization,3.73,3.19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Hu, So",8
ARCG 110,ARCG,110,NA,Intro HistArt: Decorative Arts,4.18,2.48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,45
ARCG 170,ARCG,170,NA,RomanArt:EmpireIdentitySociety,4,2.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,22
ARCG 226,ARCG,226,NA,Global Environmental History,3.42,2.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,64
ARCG 243,ARCG,243,NA,Greek Art and Architecture,3.76,2.69,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,23
ARCG 244,ARCG,244,NA,The Age of Akhenaton,4.59,2.71,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,20
ARCG 252,ARCG,252,NA,Roman Architecture,3.9,2.7199999999999998,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,39
ARCG 362,ARCG,362,NA,Observing Earth from Space,4.29,3.73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,11
ARCG 424,ARCG,424,NA,eClavdia:Women in Ancient Rome,4.42,2.98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,9
ARCG 471,ARCG,471,NA,Directed Reading & Research,5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2
ARCH 006,ARCH,6,NA,Architectures of Urbanism,3.95,2.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,17
ARCH 150,ARCH,150,NA,Introduction to Architecture,4.21,2.88,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,53
ARCH 154,ARCH,154,NA,Drawing Architecture,4.16,4.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
ARCH 161,ARCH,161,NA,Introduction to Structures,3.91,2.64,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,21
ARCH 162,ARCH,162,NA,Materials in Architecture,4.06,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,20
ARCH 200,ARCH,200,NA,Scales of Design,4.24,4.62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,33
ARCH 230,ARCH,230,NA,Intro to Study of the City,3.38,3.42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,14
ARCH 250,ARCH,250,NA,Methods&Form in Architecture I,4.19,4.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
ARCH 251,ARCH,251,NA,Methods&FormInArchitecture II,3.64,4.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16
ARCH 260,ARCH,260,NA,HistArch I: Antiquity-Baroque,3.22,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,38
ARCH 312,ARCH,312,NA,Modern Architecture,3.73,2.52,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,60
ARCH 341,ARCH,341,NA,Globalization Space,3.67,2.31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,44
ARCH 345,ARCH,345,NA,Civic Art: Intro Urban Design,3.5,2.8200000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,16
ARCH 353,ARCH,353,NA,Urban Field Geography,4.6,2.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,19
ARCH 360,ARCH,360,NA,Urban Lab: An Urban World,3.88,3.76,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,11
ARCH 362,ARCH,362,NA,Urban Lab: City Making,4.11,4.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16
ARCH 450,ARCH,450,NA,Senior Studio,4.5,4.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16
ARCH 490,ARCH,490,NA,Senior Research Colloquium,3.83,3.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,14
ARCH 491,ARCH,491,NA,Senior Project,3.4,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
ARCH 494,ARCH,494,NA,Senior Project Design Studio,3.19,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,10
ART 004,ART,4,NA,Words and Pictures,4.27,2.74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,10
ART 006,ART,6,NA,Art of the Printed Word,4.69,4.17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,10
ART 007,ART,7,NA,Art of the Game,3.81,3.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
ART 012,ART,12,NA,On Activism,3.29,3.29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,9
ART 013,ART,13,NA,Temperamental Spaces,4.48,1.9300000000000002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,10
ART 014,ART,14,NA,Research in the Making,4.86,1.8599999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,9
ART 110,ART,110,NA,Sculpture Basics,4.1,2.68,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,14
ART 111,ART,111,NA,Visual Thinking,3.46,2.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,17
ART 114,ART,114,NA,Basic Drawing,4.07,3.08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,19
ART 116,ART,116,NA,Color Practice,4.1,2.79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,8
ART 120,ART,120,NA,Intro to Sculpture: Wood,4.09,3.05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,8
ART 121,ART,121,NA,Intro to Sculpture: Metal,4.62,3.06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,13
ART 130,ART,130,NA,Painting Basics,4.11,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,12
ART 132,ART,132,NA,Introduction to Graphic Design,4.24,3.76,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
ART 136,ART,136,NA,B&W Photo Capturing Light,4.61,4.11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,11
ART 138,ART,138,NA,Digital Photography,4.3,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,7
ART 142,ART,142,NA,Intro Documentary Filmmaking,3.89,3.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,11
ART 145,ART,145,NA,Introduction to Digital Video,4.28,3.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,8
ART 184,ART,184,NA,3D Modeling,3.67,3.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,14
ART 185,ART,185,NA,Principles of Animation,4.03,4.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,11
ART 224,ART,224,NA,Figure Drawing,4.13,2.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,15
ART 225,ART,225,NA,Adventures in Self-Publishing,4.43,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,11
ART 235,ART,235,NA,Dance Theater,4.68,2.79,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,13
ART 237,ART,237,NA,Intermediate B&W Photo,4.49,3.86,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,6
ART 241,ART,241,NA,Intro Film Writing & Directing,3.58,4.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,9
ART 264,ART,264,NA,Typography!,4.64,3.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,11
ART 265,ART,265,NA,"Expression,Structure,Sequence",4.47,3.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
ART 301,ART,301,NA,Critical Theory in the Studio,3.79,2.56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
ART 331,ART,331,NA,Intermediate Painting,3.93,3.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,15
ART 332,ART,332,NA,Painting Time,4.21,2.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,6
ART 338,ART,338,NA,IntermediateDigitalPhotography,4.12,3.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,7
ART 341,ART,341,NA,IntermedFilmWriting &Directing,4.23,3.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
ART 342,ART,342,NA,Intermed DocumentaryFilmmaking,3.99,4.05,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,5
ART 348,ART,348,NA,"Body, Space, and Time",4.83,3.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,7
ART 356,ART,356,NA,Printmaking I,4.3,3.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,10
ART 368,ART,368,NA,Graphic Design Methodologies,4.38,4.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
ART 369,ART,369,NA,"Interactive Design, Internet",4.44,3.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,16
ART 370,ART,370,NA,Motion Design,4.67,4.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,9
ART 371,ART,371,NA,Sound Art,4.23,2.55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,19
ART 379,ART,379,NA,"Form For Content, View Camera",4.27,3.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,8
ART 389,ART,389,NA,Postmodern Dance,4.53,3.21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,12
ART 395,ART,395,NA,Junior Seminar,3.59,2.58,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
ART 432,ART,432,NA,PaintingStudio:NarrativeFigure,3.63,3.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,13
ART 433,ART,433,NA,PaintingStudio:Space&Abstractn,4.61,3.36,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,13
ART 442,ART,442,NA,AdvancedFilmWriting&Directing,4.75,3.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,5
ART 443,ART,443,NA,AdvancedFilmWriting&Directing,4.63,4.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3
ART 457,ART,457,NA,Printmaking II,4.22,3.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
ART 468,ART,468,NA,AdvGraphicDesignSeries&Systems,4.26,3.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,8
ART 469,ART,469,NA,AdvDesignHistoryEditInterpret,4.29,3.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
ART 471,ART,471,NA,Independent Projects,4.65,3.7199999999999998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
ART 472,ART,472,NA,Independent Projects,4.64,3.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,7
ART 495,ART,495,NA,Senior Project I,3.45,3.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,17
ART 496,ART,496,NA,Senior Project II,3.3,3.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,24
ASL 110,ASL,110,NA,American Sign Language I,4.7,2.59,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,16
ASL 120,ASL,120,NA,American Sign Language II,4.79,2.38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,11
ASL 130,ASL,130,NA,American Sign Language III,3.27,2.7800000000000002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,11
ASTR 040,ASTR,40,NA,Expanding Ideas of Time &Space,4.04,2.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,18
ASTR 110,ASTR,110,NA,Planets and Stars,3.18,3.02,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,77
ASTR 120,ASTR,120,NA,Galaxies and the Universe,3.43,3.11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,22
ASTR 130,ASTR,130,NA,Origins&SearchForLifeInUnivrse,3.74,2.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,127
ASTR 155,ASTR,155,NA,Intro Astronomical Observing,3.19,2.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,46
ASTR 170,ASTR,170,NA,Introduction to Cosmology,3.44,2.55,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,33
ASTR 180,ASTR,180,NA,Intro to Relativity and BHs,3.65,2.98,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,63
ASTR 210,ASTR,210,NA,Stars and Their Evolution,3.26,2.38,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,13
ASTR 255,ASTR,255,NA,Research Methods: Astrophysics,4,3.79,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,23
ASTR 320,ASTR,320,NA,PhysicalProcessesInAstronomy,3,2.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,4
ASTR 343,ASTR,343,NA,"Gravity,Astrophysics&Cosmology",3.92,3.02,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,12
ASTR 355,ASTR,355,NA,Observational Astronomy,3.75,2.25,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,13
ASTR 356,ASTR,356,NA,Astrostatistics & Data Mining,2.9,3.94,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,14
ASTR 375,ASTR,375,NA,Exoplanets,3.92,2.58,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,11
ASTR 385,ASTR,385,NA,Intro to Radio Astronomy,3,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,7
ASTR 430,ASTR,430,NA,Galaxies,5,4.5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,9
ASTR 490,ASTR,490,NA,Two-Term Senior Project,4.29,3.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,9
ASTR 491,ASTR,491,NA,Two-Term Senior Project,4.21,4.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
BENG 205,BENG,205,NA,Discovery and Design,4.5600000000000005,2.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,12
BENG 249,BENG,249,NA,Intro Biomedical Computation,2.67,3.88,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,28
BENG 280,BENG,280,NA,Sophomore Seminar,3.83,1.9500000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,37
BENG 350,BENG,350,NA,Physiological Systems,4.15,4.04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,84
BENG 351,BENG,351,NA,Biotransport and Kinetics,3.3,3.62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,22
BENG 352,BENG,352,NA,Biomedical Signals and Images,3.22,3.09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,21
BENG 353,BENG,353,NA,Introduction to Biomechanics,3.73,3.2800000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,31
BENG 355L,BENG,355,L,Physiological Systems Lab,3.39,2.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,39
BENG 356L,BENG,356,L,Biomedical Engineering Lab,2.63,2.7800000000000002,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,2
BENG 404,BENG,404,NA,Medical Device Design,4.66,4.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
BENG 405,BENG,405,NA,Biotech & the Developing World,4.09,2.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
BENG 406,BENG,406,NA,Medical Software Design,4.09,2.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,16
BENG 410,BENG,410,NA,Physical&ChemBasisOfBiosensing,3.2800000000000002,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,19
BENG 411,BENG,411,NA,BioMEMS & Biomed Microdevices,3.34,2.11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,11
BENG 422,BENG,422,NA,Methods in Cancer Research,4,3.5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,8
BENG 434,BENG,434,NA,Biomaterials,3.56,2.8200000000000003,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,19
BENG 435,BENG,435,NA,Biomaterial-TissueInteractions,4.08,1.9500000000000002,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,31
BENG 445,BENG,445,NA,Biomedical Image Processing,3.9699999999999998,3.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
BENG 455,BENG,455,NA,Vascular Mechanics,4.87,2.84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,13
BENG 458,BENG,458,NA,MultiscaleModlsOfBiomechSystms,4.68,2.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,11
BENG 459,BENG,459,NA,Neuromuscular Biomechanics,4.53,3.31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,5
BENG 463,BENG,463,NA,Immunoengineering,3.13,2.38,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,9
BENG 467,BENG,467,NA,SystemsBiology ofCellSignaling,3.83,2.5,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,12
BENG 471,BENG,471,NA,Special Projects,4.23,3.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2
BENG 472,BENG,472,NA,Special Projects,4.02,3.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
BENG 473,BENG,473,NA,Senior Project,4.11,3.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,9
BENG 474,BENG,474,NA,Senior Project,4.03,3.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,33
BENG 475,BENG,475,NA,ComputatlVision&BiologPerceptn,3.23,2.8200000000000003,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,90
BENG 480,BENG,480,NA,SeminarInBiomedicalEngineering,3.14,2.7199999999999998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,13
BENG 485,BENG,485,NA,Fundamentals of Neuroimaging,3.9,2.43,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,WR,Sc,41
BIOL 101,BIOL,101,NA,Biochemistry and Biophysics,3.31,3.04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,188
BIOL 102,BIOL,102,NA,Cell Bio,2.75,3.34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,191
BIOL 103,BIOL,103,NA,Genetics and Development,2.73,3.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,158
BIOL 104,BIOL,104,NA,Ecology & Evolutionary Biology,3.42,3.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,157
CENG 120,CENG,120,NA,IntroEnvironmentalEngineering,3.61,2.7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,44
CENG 150,CENG,150,NA,Intro to Engineering Analysis,4.1,2.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,34
CENG 300,CENG,300,NA,ChemiclEngneeringThermodynamcs,3.41,3.91,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,21
CENG 301,CENG,301,NA,ChemiclKinetics&ChemiclReactrs,2.92,2.74,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,14
CENG 315,CENG,315,NA,Transport Phenomena,3.04,4.25,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,15
CENG 377,CENG,377,NA,Water Quality Control,3.8200000000000003,3.09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,18
CENG 411,CENG,411,NA,Separation&PurificationPrcsses,2.9699999999999998,3.66,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,17
CENG 412L,CENG,412,L,ChemicalEngineering Lab&Design,3.04,3.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,12
CENG 416,CENG,416,NA,ChemEngineering Process Design,2.86,3.69,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,13
CENG 471,CENG,471,NA,Independent Research,4.33,3.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3
CENG 480,CENG,480,NA,ChemEngineeringProcessControl,3.37,4.08,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,9
CGSC 110,CGSC,110,NA,Intro to Cognitive Science,3.52,2.69,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,163
CGSC 175,CGSC,175,NA,The Mystery of Sleep,3.63,2.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,64
CGSC 216,CGSC,216,NA,Cognitive Science of Language,3.46,2.63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,80
CGSC 313,CGSC,313,NA,Philosophy for Psychologists,4.53,2.98,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Hu, So",18
CGSC 352,CGSC,352,NA,The Adolescent Brain,4.05,2.19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,51
CGSC 390,CGSC,390,NA,JuniorSeminar:CognitiveScience,4.14,2.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
CGSC 395,CGSC,395,NA,JuniorColloquium inCognitveSci,3.5300000000000002,1.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,54
CGSC 426,CGSC,426,NA,Cognitive Science of Morality,4.4,2.73,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
CGSC 471,CGSC,471,NA,DirectedResearchCognitiveScien,4.35,3.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,17
CGSC 472,CGSC,472,NA,DirectedResearchCognitiveScien,4.44,3.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,13
CGSC 473,CGSC,473,NA,DirectedReadingCognitiveScienc,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,5
CGSC 491,CGSC,491,NA,Senior Project,4.07,2.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,25
CHEM 104,CHEM,104,NA,Chemistry of Food and Cooking,3.09,2.34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,62
CHEM 134L,CHEM,134,L,General Chemistry Laboratory I,2.83,3.7800000000000002,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,266
CHEM 136L,CHEM,136,L,GeneralChemistry Laboratory II,2.69,3.86,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,18
CHEM 161,CHEM,161,NA,General Chemistry I,3.19,3.22,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,255
CHEM 163,CHEM,163,NA,ComprehensiveUniversityChem I,3.7,3.7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,79
CHEM 165,CHEM,165,NA,General Chemistry II,2.8200000000000003,3.08,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,17
CHEM 167,CHEM,167,NA,ComprehensiveUniversityChem II,3.76,3.43,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,62
CHEM 174,CHEM,174,NA,Organic Chem for First Years I,3.83,3.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,97
